customer_id,start_date,item_id_count,selling_price_sum,selling_price_mean,selling_price_std,other_discount_sum,other_discount_mean,coupon_discount_sum,coupon_discount_mean,coupon_applied_sum,coupon_applied_mean
1,2012-10-08,51,5098.619999999999,99.97294117647057,60.46276828905926,849.55,16.6578431372549,53.43,1.0476470588235294,1,0.0196078431372549
1,2013-02-16,77,7112.5599999999995,92.37090909090908,53.7890344964233,1125.23,14.613376623376624,158.51000000000002,2.0585714285714287,6,0.07792207792207792
1,2013-04-22,100,9140.410000000002,91.40410000000001,50.05874420017935,1717.94,17.1794,178.10000000000002,1.7810000000000001,7,0.07
1,2013-05-19,106,9498.4,89.60754716981131,49.38126889556249,1789.18,16.879056603773584,178.10000000000002,1.6801886792452831,7,0.0660377358490566
1,2013-08-10,113,10173.039999999999,90.02690265486724,48.27746701693032,1863.6200000000001,16.492212389380533,178.10000000000002,1.5761061946902657,7,0.061946902654867256
1,2013-09-07,113,10173.039999999999,90.02690265486724,48.27746701693032,1863.6200000000001,16.492212389380533,178.10000000000002,1.5761061946902657,7,0.061946902654867256
1,2013-09-16,113,10173.039999999999,90.02690265486724,48.27746701693032,1863.6200000000001,16.492212389380533,178.10000000000002,1.5761061946902657,7,0.061946902654867256
1,2013-10-08,113,10173.039999999999,90.02690265486724,48.27746701693032,1863.6200000000001,16.492212389380533,178.10000000000002,1.5761061946902657,7,0.061946902654867256
2,2013-08-10,31,2966.0699999999997,95.67967741935483,82.9759919287449,695.9999999999999,22.451612903225804,89.05,2.8725806451612903,1,0.03225806451612903
3,2013-02-16,58,6039.3899999999985,104.12741379310343,72.13868306913135,1675.2000000000007,28.882758620689668,60.55,1.0439655172413793,2,0.034482758620689655
3,2013-05-19,66,6624.279999999997,100.36787878787874,69.01330129352773,1826.5800000000006,27.675454545454556,60.55,0.9174242424242424,2,0.030303030303030304
4,2013-02-16,20,3299.46,164.973,142.30834465676065,324.84999999999997,16.2425,0.0,0.0,0,0.0
5,2013-02-02,72,7221.560000000004,100.2994444444445,92.4201016011598,668.23,9.280972222222223,0.0,0.0,0,0.0
5,2013-02-16,72,7221.560000000004,100.2994444444445,92.4201016011598,668.23,9.280972222222223,0.0,0.0,0,0.0
5,2013-05-19,88,11040.350000000006,125.4585227272728,157.46081006710205,970.6500000000001,11.030113636363637,0.0,0.0,0,0.0
5,2013-08-10,94,12533.900000000005,133.33936170212772,172.60608529005603,1085.3500000000001,11.546276595744683,0.0,0.0,0,0.0
6,2013-03-11,43,5834.550000000001,135.6872093023256,165.52072385462768,557.81,12.972325581395348,0.0,0.0,0,0.0
6,2013-04-08,53,6766.380000000001,127.66754716981134,151.40824663682343,658.25,12.419811320754716,0.0,0.0,0,0.0
6,2013-07-15,59,7318.49,124.0422033898305,145.14793618768448,769.73,13.046271186440679,17.81,0.301864406779661,1,0.01694915254237288
6,2013-08-10,59,7318.49,124.0422033898305,145.14793618768448,769.73,13.046271186440679,17.81,0.301864406779661,1,0.01694915254237288
7,2012-10-08,44,5995.879999999997,136.26999999999995,202.758985302576,1008.0500000000002,22.910227272727276,178.1,4.047727272727273,2,0.045454545454545456
7,2013-01-07,67,8512.429999999995,127.05119402985066,170.33538246578368,1696.2299999999998,25.31686567164179,190.57,2.844328358208955,3,0.04477611940298507
7,2013-01-12,67,8512.429999999995,127.05119402985066,170.33538246578368,1696.2299999999998,25.31686567164179,190.57,2.844328358208955,3,0.04477611940298507
7,2013-02-16,73,9273.279999999995,127.03123287671227,164.07339383256715,1817.3399999999997,24.89506849315068,190.57,2.610547945205479,3,0.0410958904109589
7,2013-04-08,84,10461.909999999998,124.5465476190476,158.080566697667,1911.3699999999997,22.75440476190476,190.57,2.2686904761904763,3,0.03571428571428571
7,2013-04-22,86,10668.149999999998,124.04825581395346,156.2583988307743,1925.2599999999998,22.38674418604651,190.57,2.2159302325581396,3,0.03488372093023256
7,2013-05-19,89,10886.14,122.31617977528089,154.16144723150717,1935.5899999999997,21.748202247191006,190.57,2.14123595505618,3,0.033707865168539325
7,2013-07-29,103,11954.01,116.0583495145631,145.23036836787549,2098.72,20.375922330097087,226.19,2.196019417475728,4,0.038834951456310676
7,2013-08-10,103,11954.01,116.0583495145631,145.23036836787549,2098.72,20.375922330097087,226.19,2.196019417475728,4,0.038834951456310676
7,2013-09-16,103,11954.01,116.0583495145631,145.23036836787549,2098.72,20.375922330097087,226.19,2.196019417475728,4,0.038834951456310676
