customer_id,start_date,item_id_count,selling_price_sum,selling_price_mean,selling_price_std,other_discount_sum,other_discount_mean,coupon_discount_sum,coupon_discount_mean,coupon_applied_sum,coupon_applied_mean
1,2012-10-08,25,2761.6000000000004,110.46400000000001,72.00635915204526,718.12,28.724800000000002,53.43,2.1372,1.0,0.04
1,2013-02-16,56,5966.950000000001,106.55267857142859,51.766347948909164,1761.4499999999998,31.454464285714284,53.43,0.9541071428571428,1.0,0.017857142857142856
1,2013-04-22,49,4143.250000000001,84.55612244897961,44.61172462744177,1258.82,25.69020408163265,35.62,0.726938775510204,1.0,0.02040816326530612
1,2013-05-19,92,8292.950000000004,90.14076086956527,44.32495933775729,2615.9500000000007,28.43423913043479,12.47,0.13554347826086957,1.0,0.010869565217391304
1,2013-08-10,159,14170.169999999996,89.12056603773583,44.203141580966175,4288.3,26.970440251572327,110.41999999999999,0.6944654088050314,4.0,0.025157232704402517
1,2013-09-07,15,1980.1199999999997,132.00799999999998,59.44439745317829,463.1,30.873333333333335,267.1,17.80666666666667,10.0,0.6666666666666666
1,2013-09-16,37,3123.4899999999984,84.4186486486486,39.77117620157162,862.0099999999999,23.297567567567565,35.62,0.9627027027027026,1.0,0.02702702702702703
1,2013-10-08,39,3652.81,93.66179487179487,55.93770340730061,1182.59,30.32282051282051,35.62,0.9133333333333332,1.0,0.02564102564102564
2,2013-08-10,89,6965.009999999994,78.25853932584263,53.60711779721051,1786.67,20.07494382022472,89.05,1.000561797752809,1.0,0.011235955056179775
3,2013-02-16,67,7422.159999999992,110.77850746268645,89.3968915677777,3582.2900000000013,53.46701492537316,0.0,0.0,0.0,0.0
3,2013-05-19,72,7280.079999999991,101.1122222222221,82.40740222498856,3384.620000000001,47.00861111111112,24.93,0.34625,1.0,0.013888888888888888
4,2013-02-16,22,2114.74,96.12454545454544,48.91513084899218,256.79999999999995,11.67272727272727,0.0,0.0,0.0,0.0
5,2013-02-02,2,249.34,124.67,0.0,77.66,38.83,0.0,0.0,0.0,0.0
5,2013-02-16,54,3260.3100000000004,60.37611111111112,42.723632469438364,191.28,3.542222222222222,0.0,0.0,0.0,0.0
